count robl cc
3 1.2 4
3 0.061059444380658356 52
3 0.3426998173402614 41
3 0.18210357293950233 56
3 0.6411408199643494 8
3 0.9327731092436974 1
3 0.12149352096845939 83
3 0.12934538644661794 113
3 0.8888888888888888 2
3 0.0 120
3 1.125 2
3 0.13305049481426254 89
3 0.12862203651557816 87
3 0.07922288855572214 64
3 0.04196111004621642 76
3 1.3916666666666666 2
3 0.3246254599400736 28
3 0.010594814542182964 86
3 0.058418676964200424 109
3 0.34445556946182726 33
3 0.3151062824752007 41
3 0.20391118251554766 54
2 0.0007633587786259542 210
2 0.011011904761904763 565
2 0.09094772630684234 105
2 0.1273306311522872 134
2 0.17241051631295534 77
2 0.21884636314166517 38
2 1.0 7
2 0.2313016141141141 80
2 0.17706318504190843 102
2 0.3017359212684527 50
2 0.004081632653061225 73
2 7.0 1
2 0.0238890223396589 95
2 0.7655677655677655 5
2 1.1547619047619047 1
2 0.1144201680672269 108
2 0.12727272727272726 143
2 0.006024096385542169 124
2 0.625 12
2 0.33827375762859635 48
2 0.37777777777777777 28
2 0.3450814536340852 39
2 0.17869535045107565 85
2 0.3114224137931034 14
2 0.24871134020618557 53
2 0.12751677852348994 129
2 0.051188470896500096 88
2 0.425 18
2 0.050624297836193745 81
2 0.9292803970223324 3
2 0.17622000341771843 61
2 1.0839160839160837 1
1 1.5714285714285714 1
1 0.8571428571428571 7
1 0.12690355329949238 171
1 0.0 215
1 0.09024390243902439 143
1 0.12663755458515283 193
1 0.0410958904109589 142
1 0.13836477987421383 146
1 0.05519480519480519 119
1 1.8888888888888888 2
1 0.2420091324200913 153
1 0.2640845070422535 70
1 1.75 1
1 5.0 1
1 0.0 157
1 0.7083333333333334 10
1 0.008691206543967281 868
1 1.4285714285714286 1
1 0.1276595744680851 120
1 0.09538461538461539 116
1 0.2222222222222222 46
1 0.17391304347826086 48
1 0.0 284
1 0.32786885245901637 68
1 0.18285714285714286 65
1 0.2924901185770751 65
1 0.03854875283446712 147
1 0.11649214659685864 261
1 0.09367088607594937 138
1 0.09248554913294797 123
1 5.333333333333333 1
1 0.3625 54
1 0.21940928270042195 60
1 0.004804392587508579 672
1 0.4393939393939394 23
1 0.5903614457831325 27
1 0.17073170731707318 118
1 11.0 1
1 0.40789473684210525 36
1 0.48484848484848486 17
1 0.22397476340694006 75
1 0.16312056737588654 155
1 0.2148936170212766 133
