count robl hse
22 0.5313401768510128 12309
22 0.29424190766592384 33397
21 0.24117251478031723 46975
21 0.5 13057
21 0.027160036088089895 45016
21 0.0 64610
21 0.0026455026455026454 95436
20 0.1978565008477529 60198
20 0.026622811511558854 39986
20 0.09974331357907898 53218
20 0.28379691119165873 36673
20 0.0011904761904761904 76213
19 0.07501791221856735 51784
19 0.24640095197442277 52798
19 0.22214945020184276 41120
19 0.43854981022029077 20522
19 0.13370580605031324 50008
19 0.7127819548872181 2433
18 0.3299582519701365 32994
18 0.38052143934496874 25829
18 0.04977166745994303 47472
18 0.6984864672364672 6762
18 0.0536965744425975 50932
18 0.1576254598653674 48750
18 0.389427693274106 30456
18 0.056382168895276856 61074
17 0.12342239955629136 52067
17 0.4140946277731236 37527
17 0.301258059995393 38670
17 0.22378139042038472 48020
16 0.1356923434322815 60806
16 0.10600838217849265 58550
16 0.08809870953486254 49679
16 0.11660117296278472 54593
16 0.030598770799677266 47711
16 0.08351931236672841 61153
16 0.21973291297414774 84941
16 0.7282287157287157 8226
16 0.25107960270181184 57784
16 0.16590120004622136 58415
16 0.37865582270948506 35986
16 0.699906015037594 10442
16 0.1338635069773652 66015
16 0.003125 90832
15 0.22574017821396228 71415
15 0.029767784027845298 60664
15 0.2908715192797135 44647
15 0.2691508315412687 50248
15 0.3664070704806691 30230
15 0.4356453098257926 27664
15 0.18426190885827562 80384
15 0.03157499183259833 64847
15 0.6655555555555555 9110
15 0.3414413961324716 46081
15 0.5780617202467709 22900
15 0.23067924586512314 62983
15 0.6134045584045584 12299
14 0.4709279112431421 29743
14 0.05486546872380089 58708
14 0.04584259273864089 74942
14 0.0 83759
14 0.5803558265411428 13526
14 0.33192327606718364 56976
14 0.0320953051209119 70181
14 0.8596938775510203 2348
14 0.6331077885699735 8058
14 0.28916875160455696 53650
14 0.29008147446597105 49212
13 0.20109524013632601 67362
13 0.24136715523515337 49922
13 0.08694092380029382 65541
13 0.06964261559126231 92217
13 0.4789670494658957 23053
13 0.29056854402452925 57712
13 0.5986502178318035 17464
13 0.3110058088544917 46905
13 0.05919503898305471 68505
13 0.5 18587
13 0.4238191164909344 32291
12 0.8544719169719169 13005
12 0.2456138285109464 77279
12 0.13182244225546105 56730
12 0.3427946351014352 42489
12 0.14552226460121195 70419
12 0.2137537253602673 56961
12 0.18051842973013388 74161
12 0.17327885528846024 65389
12 0.12889891799164296 83169
12 0.1598272605035376 63408
12 0.2608864568615317 64890
12 0.08711349594511764 74790
12 0.10893440417941325 66707
12 0.11921901641055156 71949
12 0.5294190455655099 22952
12 0.8295176024955437 7230
11 0.36214150939594225 42336
11 0.11118766549801032 87391
11 1.3333333333333333 2313
11 0.3762422010029665 46344
11 0.06861482982667542 84374
11 0.30233129042354157 61240
11 0.5706838185685565 27370
11 0.13732555385056955 78907
11 0.3671425127691903 39168
11 0.5538272333726879 14022
10 0.3488992720834153 38714
10 0.5222511703060901 17029
10 0.0055598455598455596 100603
10 0.002631578947368421 108906
10 0.09389805433540346 70494
10 0.46041629938688766 25684
10 0.0 115184
10 0.16568258725379467 100592
10 0.39185725344682804 42742
10 0.40400277282630226 32406
10 0.17646851676498437 69140
10 0.32851193606325896 49281
10 0.11601593901593901 76917
9 0.2717106200033029 74559
9 0.3443172568172568 68974
9 0.17179186065364926 85836
9 0.25893252959105995 69052
9 0.05602910444864468 80132
9 0.03160200841755769 86862
9 0.27289676042852085 61937
9 0.028008202795978685 122066
8 0.4103734607184621 49414
8 0.4451754385964912 37407
8 0.15072306166056165 76163
8 0.1903486720824182 93798
8 0.6153627501725328 24792
8 0.34506822844548624 52588
8 0.7514880952380952 10256
8 0.5017650834403081 28086
8 0.06142367474203161 99294
8 0.6568627450980392 14882
8 1.0 5899
8 0.2857854019286946 66998
8 0.131492974507062 103799
8 0.636423017771702 12643
8 0.05220108207913086 64539
8 0.31532289666480845 42600
8 0.2056654306182501 76315
7 0.2224144806806097 105196
7 0.37112462191288287 50016
7 0.23030530712858902 97849
7 0.741674147664931 16890
7 0.5531404453673361 31416
7 1.6666666666666667 957
7 0.3443369465192315 74803
7 0.5557936507936508 17379
7 0.12555061440352125 98250
7 0.6928154662674786 13749
6 0.38290391841116483 57002
6 0.3393667731320171 85872
6 0.15253477591839662 137708
6 1.25 2132
6 0.48366528541284914 41362
6 0.3130119122054606 74171
6 0.3452498111465503 63936
6 0.26340508225277537 91319
