loc midx count
32.0 93 7
22.0 100 7
39.0 97 7
14.0 100 7
36.0 99 7
42.0 95 7
39.0 94 7
32.0 99 7
39.0 94 7
31.0 99 7
41.0 93 7
41.0 95 7
37.0 96 7
32.0 99 7
28.0 98 7
32.0 96 7
34.0 99 7
26.0 98 7
32.0 97 7
29.0 99 7
29.0 99 7
30.0 99 7
41.0 94 7
32.0 98 7
36.0 96 7
37.0 95 7
40.0 97 7
42.0 94 7
37.0 96 7
41.0 95 7
29.0 98 7
37.0 98 7
37.0 97 7
34.0 99 7
25.0 98 7
33.0 99 7
32.0 97 7
29.0 98 7
37.0 95 7
39.0 97 7
41.0 96 7
30.0 98 7
35.0 95 7
35.0 96 7
33.0 97 7
34.0 97 7
30.0 99 7
35.0 96 7
27.0 99 7
40.0 93 7
36.0 93 7
41.0 94 7
35.0 96 7
26.0 99 7
39.0 96 7
34.0 96 7
38.0 98 7
33.0 96 7
33.0 97 7
28.0 98 7
34.0 99 7
31.0 97 7
32.0 98 7
38.0 96 7
27.0 99 7
34.0 97 7
28.0 99 7
24.0 99 7
32.0 97 7
37.0 96 7
32.0 95 7
16.0 100 8
11.0 100 8
19.0 100 8
41.0 97 8
38.0 96 8
12.0 100 8
34.0 99 8
40.0 95 8
33.0 96 8
37.0 94 8
37.0 94 8
36.0 95 8
35.0 99 8
32.0 99 8
40.0 93 8
37.0 95 8
39.0 95 8
39.0 94 8
30.0 98 8
31.0 99 8
40.0 96 8
39.0 95 8
42.0 94 8
34.0 98 8
37.0 99 8
38.0 95 8
38.0 96 8
36.0 95 8
41.0 96 8
31.0 99 8
40.0 93 8
40.0 95 8
29.0 99 8
33.0 97 8
34.0 96 8
37.0 97 8
34.0 96 8
39.0 94 8
34.0 98 8
25.0 99 8
32.0 98 8
33.0 95 8
41.0 91 8
33.0 97 8
38.0 95 8
41.0 91 8
33.0 96 8
40.0 94 8
27.0 98 8
37.0 94 8
40.0 93 8
35.0 96 8
23.0 100 9
24.0 100 9
35.0 99 9
29.0 99 9
29.0 98 9
31.0 99 9
37.0 97 9
34.0 97 9
29.0 98 9
35.0 96 9
31.0 98 9
28.0 97 9
36.0 96 9
33.0 99 9
35.0 95 9
28.0 99 9
36.0 99 9
38.0 97 9
32.0 98 9
31.0 98 9
39.0 97 9
39.0 95 9
33.0 98 9
39.0 95 9
36.0 97 9
32.0 98 9
40.0 94 9
41.0 95 9
41.0 94 9
30.0 99 9
41.0 93 9
31.0 98 9
39.0 95 9
30.0 98 9
29.0 98 9
30.0 96 9
33.0 95 9
25.0 99 9
30.0 99 10
28.0 98 10
39.0 94 10
39.0 98 10
36.0 97 10
29.0 99 10
34.0 99 10
34.0 97 10
33.0 99 10
25.0 98 10
37.0 97 10
35.0 97 10
29.0 99 10
39.0 96 10
35.0 95 10
40.0 95 10
27.0 98 10
31.0 98 10
39.0 94 10
34.0 97 10
40.0 93 10
32.0 98 10
30.0 99 10
36.0 96 10
32.0 99 10
34.0 99 10
37.0 95 10
37.0 94 10
40.0 98 10
36.0 96 10
33.0 97 10
18.0 100 11
10.0 100 11
29.0 99 11
25.0 99 11
30.0 97 11
33.0 98 11
40.0 93 11
30.0 99 11
31.0 97 11
39.0 97 11
33.0 98 11
36.0 96 11
37.0 96 11
34.0 96 11
28.0 99 11
31.0 98 11
36.0 95 11
32.0 99 11
36.0 98 11
32.0 99 11
17.0 100 12
29.0 99 12
36.0 96 12
32.0 99 12
30.0 99 12
35.0 98 12
36.0 96 12
41.0 95 12
36.0 98 12
36.0 97 12
36.0 96 12
20.0 99 13
35.0 97 13
34.0 97 13
34.0 96 13
32.0 99 13
29.0 99 13
33.0 98 13
32.0 99 13
33.0 97 13
33.0 98 13
28.0 99 14
35.0 96 14
27.0 99 14
33.0 97 14
37.0 96 14
29.0 99 14
35.0 95 14
28.0 99 14
32.0 99 15
27.0 99 16
31.0 99 16
38.0 96 16
33.0 99 16
33.0 98 17
34.0 98 17
34.0 98 19
